Year,Gebietseinheit,sex,GeoCode,Value
1982,Ammerland,,K03451,1346
1982,Ammerland,maennlich,K03451,745
1982,Ammerland,weiblich,K03451,601
1983,Ammerland,,K03451,1303
1983,Ammerland,maennlich,K03451,718
1983,Ammerland,weiblich,K03451,585
1984,Ammerland,,K03451,1277
1984,Ammerland,maennlich,K03451,697
1984,Ammerland,weiblich,K03451,580
1985,Ammerland,,K03451,1397
1985,Ammerland,maennlich,K03451,783
1985,Ammerland,weiblich,K03451,614
1986,Ammerland,,K03451,1714
1986,Ammerland,maennlich,K03451,937
1986,Ammerland,weiblich,K03451,777
1987,Ammerland,,K03451,1753
1987,Ammerland,maennlich,K03451,955
1987,Ammerland,weiblich,K03451,798
1990,Ammerland,,K03451,2306
1990,Ammerland,maennlich,K03451,1288
1990,Ammerland,weiblich,K03451,1018
1991,Ammerland,,K03451,2592
1991,Ammerland,maennlich,K03451,1466
1991,Ammerland,weiblich,K03451,1126
1992,Ammerland,,K03451,2998
1992,Ammerland,maennlich,K03451,1739
1992,Ammerland,weiblich,K03451,1259
1993,Ammerland,,K03451,2918
1993,Ammerland,maennlich,K03451,1611
1993,Ammerland,weiblich,K03451,1307
1994,Ammerland,,K03451,3035
1994,Ammerland,maennlich,K03451,1654
1994,Ammerland,weiblich,K03451,1381
1995,Ammerland,,K03451,3230
1995,Ammerland,maennlich,K03451,1769
1995,Ammerland,weiblich,K03451,1461
1996,Ammerland,,K03451,3352
1996,Ammerland,maennlich,K03451,1833
1996,Ammerland,weiblich,K03451,1519
1997,Ammerland,,K03451,3309
1997,Ammerland,maennlich,K03451,1804
1997,Ammerland,weiblich,K03451,1505
1998,Ammerland,,K03451,3335
1998,Ammerland,maennlich,K03451,1799
1998,Ammerland,weiblich,K03451,1536
1999,Ammerland,,K03451,3351
1999,Ammerland,maennlich,K03451,1770
1999,Ammerland,weiblich,K03451,1581
2000,Ammerland,,K03451,3228
2000,Ammerland,maennlich,K03451,1704
2000,Ammerland,weiblich,K03451,1524
2001,Ammerland,,K03451,3284
2001,Ammerland,maennlich,K03451,1722
2001,Ammerland,weiblich,K03451,1562
2002,Ammerland,,K03451,3359
2002,Ammerland,maennlich,K03451,1773
2002,Ammerland,weiblich,K03451,1586
2003,Ammerland,,K03451,3425
2003,Ammerland,maennlich,K03451,1777
2003,Ammerland,weiblich,K03451,1648
2004,Ammerland,,K03451,3297
2004,Ammerland,maennlich,K03451,1695
2004,Ammerland,weiblich,K03451,1602
2005,Ammerland,,K03451,3288
2005,Ammerland,maennlich,K03451,1667
2005,Ammerland,weiblich,K03451,1621
2006,Ammerland,,K03451,3324
2006,Ammerland,maennlich,K03451,1680
2006,Ammerland,weiblich,K03451,1644
2007,Ammerland,,K03451,3375
2007,Ammerland,maennlich,K03451,1690
2007,Ammerland,weiblich,K03451,1685
2008,Ammerland,,K03451,3362
2008,Ammerland,maennlich,K03451,1667
2008,Ammerland,weiblich,K03451,1695
2009,Ammerland,,K03451,3447
2009,Ammerland,maennlich,K03451,1692
2009,Ammerland,weiblich,K03451,1755
2010,Ammerland,,K03451,3546
2010,Ammerland,maennlich,K03451,1771
2010,Ammerland,weiblich,K03451,1775
2011,Ammerland,,K03451,3749
2011,Ammerland,maennlich,K03451,1916
2011,Ammerland,weiblich,K03451,1833
2012,Ammerland,,K03451,4282
2012,Ammerland,maennlich,K03451,2289
2012,Ammerland,weiblich,K03451,1993
2013,Ammerland,,K03451,4463
2013,Ammerland,maennlich,K03451,2373
2013,Ammerland,weiblich,K03451,2090
2014,Ammerland,,K03451,4953
2014,Ammerland,maennlich,K03451,2711
2014,Ammerland,weiblich,K03451,2242
2015,Ammerland,,K03451,6084
2015,Ammerland,maennlich,K03451,3324
2015,Ammerland,weiblich,K03451,2760
2016,Ammerland,,K03451,7130
2016,Ammerland,maennlich,K03451,3955
2016,Ammerland,weiblich,K03451,3175
2017,Ammerland,,K03451,7600
2017,Ammerland,maennlich,K03451,4210
2017,Ammerland,weiblich,K03451,3390
2018,Ammerland,,K03451,8075
2018,Ammerland,maennlich,K03451,4420
2018,Ammerland,weiblich,K03451,3660
1978,Aurich,,K03452,1113
1978,Aurich,maennlich,K03452,600
1978,Aurich,weiblich,K03452,513
1979,Aurich,,K03452,1400
1979,Aurich,maennlich,K03452,761
1979,Aurich,weiblich,K03452,639
1980,Aurich,,K03452,1624
1980,Aurich,maennlich,K03452,909
1980,Aurich,weiblich,K03452,715
1981,Aurich,,K03452,1743
1981,Aurich,maennlich,K03452,1001
1981,Aurich,weiblich,K03452,742
1982,Aurich,,K03452,1794
1982,Aurich,maennlich,K03452,1023
1982,Aurich,weiblich,K03452,771
1983,Aurich,,K03452,1704
1983,Aurich,maennlich,K03452,984
1983,Aurich,weiblich,K03452,720
1984,Aurich,,K03452,1742
1984,Aurich,maennlich,K03452,970
1984,Aurich,weiblich,K03452,772
1985,Aurich,,K03452,1795
1985,Aurich,maennlich,K03452,981
1985,Aurich,weiblich,K03452,814
1986,Aurich,,K03452,1992
1986,Aurich,maennlich,K03452,1157
1986,Aurich,weiblich,K03452,835
1987,Aurich,,K03452,2007
1987,Aurich,maennlich,K03452,1169
1987,Aurich,weiblich,K03452,838
1990,Aurich,,K03452,2760
1990,Aurich,maennlich,K03452,1578
1990,Aurich,weiblich,K03452,1182
1991,Aurich,,K03452,3344
1991,Aurich,maennlich,K03452,1912
1991,Aurich,weiblich,K03452,1432
1992,Aurich,,K03452,4087
1992,Aurich,maennlich,K03452,2312
1992,Aurich,weiblich,K03452,1775
1993,Aurich,,K03452,4655
1993,Aurich,maennlich,K03452,2639
1993,Aurich,weiblich,K03452,2016
1994,Aurich,,K03452,4958
1994,Aurich,maennlich,K03452,2807
1994,Aurich,weiblich,K03452,2151
1995,Aurich,,K03452,5396
1995,Aurich,maennlich,K03452,3028
1995,Aurich,weiblich,K03452,2368
1996,Aurich,,K03452,5535
1996,Aurich,maennlich,K03452,3072
1996,Aurich,weiblich,K03452,2463
1997,Aurich,,K03452,5419
1997,Aurich,maennlich,K03452,2998
1997,Aurich,weiblich,K03452,2421
1998,Aurich,,K03452,5557
1998,Aurich,maennlich,K03452,3098
1998,Aurich,weiblich,K03452,2459
1999,Aurich,,K03452,5722
1999,Aurich,maennlich,K03452,3109
1999,Aurich,weiblich,K03452,2613
2000,Aurich,,K03452,5580
2000,Aurich,maennlich,K03452,2989
2000,Aurich,weiblich,K03452,2591
2001,Aurich,,K03452,5704
2001,Aurich,maennlich,K03452,3050
2001,Aurich,weiblich,K03452,2654
2002,Aurich,,K03452,5689
2002,Aurich,maennlich,K03452,2983
2002,Aurich,weiblich,K03452,2706
2003,Aurich,,K03452,5559
2003,Aurich,maennlich,K03452,2893
2003,Aurich,weiblich,K03452,2666
2004,Aurich,,K03452,5340
2004,Aurich,maennlich,K03452,2697
2004,Aurich,weiblich,K03452,2643
2005,Aurich,,K03452,5338
2005,Aurich,maennlich,K03452,2694
2005,Aurich,weiblich,K03452,2644
2006,Aurich,,K03452,5511
2006,Aurich,maennlich,K03452,2816
2006,Aurich,weiblich,K03452,2695
2007,Aurich,,K03452,5487
2007,Aurich,maennlich,K03452,2794
2007,Aurich,weiblich,K03452,2693
2008,Aurich,,K03452,5158
2008,Aurich,maennlich,K03452,2592
2008,Aurich,weiblich,K03452,2566
2009,Aurich,,K03452,5110
2009,Aurich,maennlich,K03452,2551
2009,Aurich,weiblich,K03452,2559
2010,Aurich,,K03452,5350
2010,Aurich,maennlich,K03452,2721
2010,Aurich,weiblich,K03452,2629
2011,Aurich,,K03452,5469
2011,Aurich,maennlich,K03452,2717
2011,Aurich,weiblich,K03452,2752
2012,Aurich,,K03452,5736
2012,Aurich,maennlich,K03452,2881
2012,Aurich,weiblich,K03452,2855
2013,Aurich,,K03452,6589
2013,Aurich,maennlich,K03452,3458
2013,Aurich,weiblich,K03452,3131
2014,Aurich,,K03452,7903
2014,Aurich,maennlich,K03452,4292
2014,Aurich,weiblich,K03452,3611
2015,Aurich,,K03452,9789
2015,Aurich,maennlich,K03452,5585
2015,Aurich,weiblich,K03452,4204
2016,Aurich,,K03452,11055
2016,Aurich,maennlich,K03452,6375
2016,Aurich,weiblich,K03452,4675
2017,Aurich,,K03452,11200
2017,Aurich,maennlich,K03452,6410
2017,Aurich,weiblich,K03452,4790
2018,Aurich,,K03452,11515
2018,Aurich,maennlich,K03452,6520
2018,Aurich,weiblich,K03452,4995
1978,Cloppenburg,,K03453,1109
1978,Cloppenburg,maennlich,K03453,641
1978,Cloppenburg,weiblich,K03453,468
1979,Cloppenburg,,K03453,1183
1979,Cloppenburg,maennlich,K03453,682
1979,Cloppenburg,weiblich,K03453,501
1980,Cloppenburg,,K03453,1322
1980,Cloppenburg,maennlich,K03453,773
1980,Cloppenburg,weiblich,K03453,549
1981,Cloppenburg,,K03453,1420
1981,Cloppenburg,maennlich,K03453,822
1981,Cloppenburg,weiblich,K03453,598
1982,Cloppenburg,,K03453,1445
1982,Cloppenburg,maennlich,K03453,839
1982,Cloppenburg,weiblich,K03453,606
1983,Cloppenburg,,K03453,1465
1983,Cloppenburg,maennlich,K03453,815
1983,Cloppenburg,weiblich,K03453,650
1984,Cloppenburg,,K03453,1462
1984,Cloppenburg,maennlich,K03453,805
1984,Cloppenburg,weiblich,K03453,657
1985,Cloppenburg,,K03453,1450
1985,Cloppenburg,maennlich,K03453,794
1985,Cloppenburg,weiblich,K03453,656
1986,Cloppenburg,,K03453,1585
1986,Cloppenburg,maennlich,K03453,912
1986,Cloppenburg,weiblich,K03453,673
1987,Cloppenburg,,K03453,1564
1987,Cloppenburg,maennlich,K03453,886
1987,Cloppenburg,weiblich,K03453,678
1990,Cloppenburg,,K03453,2289
1990,Cloppenburg,maennlich,K03453,1283
1990,Cloppenburg,weiblich,K03453,1006
1991,Cloppenburg,,K03453,2621
1991,Cloppenburg,maennlich,K03453,1456
1991,Cloppenburg,weiblich,K03453,1165
1992,Cloppenburg,,K03453,3281
1992,Cloppenburg,maennlich,K03453,1807
1992,Cloppenburg,weiblich,K03453,1474
1993,Cloppenburg,,K03453,3543
1993,Cloppenburg,maennlich,K03453,1945
1993,Cloppenburg,weiblich,K03453,1598
1994,Cloppenburg,,K03453,3938
1994,Cloppenburg,maennlich,K03453,2198
1994,Cloppenburg,weiblich,K03453,1740
1995,Cloppenburg,,K03453,4340
1995,Cloppenburg,maennlich,K03453,2418
1995,Cloppenburg,weiblich,K03453,1922
1996,Cloppenburg,,K03453,4692
1996,Cloppenburg,maennlich,K03453,2596
1996,Cloppenburg,weiblich,K03453,2096
1997,Cloppenburg,,K03453,4867
1997,Cloppenburg,maennlich,K03453,2665
1997,Cloppenburg,weiblich,K03453,2202
1998,Cloppenburg,,K03453,4780
1998,Cloppenburg,maennlich,K03453,2604
1998,Cloppenburg,weiblich,K03453,2176
1999,Cloppenburg,,K03453,5046
1999,Cloppenburg,maennlich,K03453,2741
1999,Cloppenburg,weiblich,K03453,2305
2000,Cloppenburg,,K03453,5110
2000,Cloppenburg,maennlich,K03453,2824
2000,Cloppenburg,weiblich,K03453,2286
2001,Cloppenburg,,K03453,5245
2001,Cloppenburg,maennlich,K03453,2865
2001,Cloppenburg,weiblich,K03453,2380
2002,Cloppenburg,,K03453,5327
2002,Cloppenburg,maennlich,K03453,2879
2002,Cloppenburg,weiblich,K03453,2448
2003,Cloppenburg,,K03453,5511
2003,Cloppenburg,maennlich,K03453,2996
2003,Cloppenburg,weiblich,K03453,2515
2004,Cloppenburg,,K03453,5811
2004,Cloppenburg,maennlich,K03453,3220
2004,Cloppenburg,weiblich,K03453,2591
2005,Cloppenburg,,K03453,6341
2005,Cloppenburg,maennlich,K03453,3578
2005,Cloppenburg,weiblich,K03453,2763
2006,Cloppenburg,,K03453,6549
2006,Cloppenburg,maennlich,K03453,3762
2006,Cloppenburg,weiblich,K03453,2787
2007,Cloppenburg,,K03453,6898
2007,Cloppenburg,maennlich,K03453,3982
2007,Cloppenburg,weiblich,K03453,2916
2008,Cloppenburg,,K03453,7296
2008,Cloppenburg,maennlich,K03453,4318
2008,Cloppenburg,weiblich,K03453,2978
2009,Cloppenburg,,K03453,7715
2009,Cloppenburg,maennlich,K03453,4613
2009,Cloppenburg,weiblich,K03453,3102
2010,Cloppenburg,,K03453,8442
2010,Cloppenburg,maennlich,K03453,5181
2010,Cloppenburg,weiblich,K03453,3261
2011,Cloppenburg,,K03453,9052
2011,Cloppenburg,maennlich,K03453,5491
2011,Cloppenburg,weiblich,K03453,3561
2012,Cloppenburg,,K03453,10700
2012,Cloppenburg,maennlich,K03453,6634
2012,Cloppenburg,weiblich,K03453,4066
2013,Cloppenburg,,K03453,11292
2013,Cloppenburg,maennlich,K03453,6823
2013,Cloppenburg,weiblich,K03453,4469
2014,Cloppenburg,,K03453,12969
2014,Cloppenburg,maennlich,K03453,7793
2014,Cloppenburg,weiblich,K03453,5176
2015,Cloppenburg,,K03453,14893
2015,Cloppenburg,maennlich,K03453,8861
2015,Cloppenburg,weiblich,K03453,6032
2016,Cloppenburg,,K03453,17345
2016,Cloppenburg,maennlich,K03453,10270
2016,Cloppenburg,weiblich,K03453,7075
2017,Cloppenburg,,K03453,17050
2017,Cloppenburg,maennlich,K03453,9950
2017,Cloppenburg,weiblich,K03453,7100
2018,Cloppenburg,,K03453,18915
2018,Cloppenburg,maennlich,K03453,11045
2018,Cloppenburg,weiblich,K03453,7875
1978,Emsland,,K03454,3544
1978,Emsland,maennlich,K03454,2040
1978,Emsland,weiblich,K03454,1504
1979,Emsland,,K03454,3703
1979,Emsland,maennlich,K03454,2146
1979,Emsland,weiblich,K03454,1557
1980,Emsland,,K03454,4021
1980,Emsland,maennlich,K03454,2333
1980,Emsland,weiblich,K03454,1688
1981,Emsland,,K03454,4333
1981,Emsland,maennlich,K03454,2508
1981,Emsland,weiblich,K03454,1825
1982,Emsland,,K03454,4395
1982,Emsland,maennlich,K03454,2526
1982,Emsland,weiblich,K03454,1869
1983,Emsland,,K03454,4333
1983,Emsland,maennlich,K03454,2469
1983,Emsland,weiblich,K03454,1864
1984,Emsland,,K03454,4274
1984,Emsland,maennlich,K03454,2436
1984,Emsland,weiblich,K03454,1838
1985,Emsland,,K03454,4501
1985,Emsland,maennlich,K03454,2582
1985,Emsland,weiblich,K03454,1919
1986,Emsland,,K03454,4915
1986,Emsland,maennlich,K03454,2858
1986,Emsland,weiblich,K03454,2057
1987,Emsland,,K03454,4920
1987,Emsland,maennlich,K03454,2854
1987,Emsland,weiblich,K03454,2066
1990,Emsland,,K03454,6271
1990,Emsland,maennlich,K03454,3566
1990,Emsland,weiblich,K03454,2705
1991,Emsland,,K03454,7311
1991,Emsland,maennlich,K03454,4166
1991,Emsland,weiblich,K03454,3145
1992,Emsland,,K03454,8765
1992,Emsland,maennlich,K03454,5046
1992,Emsland,weiblich,K03454,3719
1993,Emsland,,K03454,9046
1993,Emsland,maennlich,K03454,5118
1993,Emsland,weiblich,K03454,3928
1994,Emsland,,K03454,9399
1994,Emsland,maennlich,K03454,5281
1994,Emsland,weiblich,K03454,4118
1995,Emsland,,K03454,9986
1995,Emsland,maennlich,K03454,5575
1995,Emsland,weiblich,K03454,4411
1996,Emsland,,K03454,10208
1996,Emsland,maennlich,K03454,5716
1996,Emsland,weiblich,K03454,4492
1997,Emsland,,K03454,10301
1997,Emsland,maennlich,K03454,5827
1997,Emsland,weiblich,K03454,4474
1998,Emsland,,K03454,9877
1998,Emsland,maennlich,K03454,5607
1998,Emsland,weiblich,K03454,4270
1999,Emsland,,K03454,10092
1999,Emsland,maennlich,K03454,5737
1999,Emsland,weiblich,K03454,4355
2000,Emsland,,K03454,10023
2000,Emsland,maennlich,K03454,5751
2000,Emsland,weiblich,K03454,4272
2001,Emsland,,K03454,10346
2001,Emsland,maennlich,K03454,5880
2001,Emsland,weiblich,K03454,4466
2002,Emsland,,K03454,10959
2002,Emsland,maennlich,K03454,6308
2002,Emsland,weiblich,K03454,4651
2003,Emsland,,K03454,11640
2003,Emsland,maennlich,K03454,6686
2003,Emsland,weiblich,K03454,4954
2004,Emsland,,K03454,12181
2004,Emsland,maennlich,K03454,6997
2004,Emsland,weiblich,K03454,5184
2005,Emsland,,K03454,12579
2005,Emsland,maennlich,K03454,7187
2005,Emsland,weiblich,K03454,5392
2006,Emsland,,K03454,14186
2006,Emsland,maennlich,K03454,8422
2006,Emsland,weiblich,K03454,5764
2007,Emsland,,K03454,15526
2007,Emsland,maennlich,K03454,9250
2007,Emsland,weiblich,K03454,6276
2008,Emsland,,K03454,16357
2008,Emsland,maennlich,K03454,9730
2008,Emsland,weiblich,K03454,6627
2009,Emsland,,K03454,16744
2009,Emsland,maennlich,K03454,9811
2009,Emsland,weiblich,K03454,6933
2010,Emsland,,K03454,17640
2010,Emsland,maennlich,K03454,10508
2010,Emsland,weiblich,K03454,7132
2011,Emsland,,K03454,19224
2011,Emsland,maennlich,K03454,11584
2011,Emsland,weiblich,K03454,7640
2012,Emsland,,K03454,21112
2012,Emsland,maennlich,K03454,12906
2012,Emsland,weiblich,K03454,8206
2013,Emsland,,K03454,22649
2013,Emsland,maennlich,K03454,13783
2013,Emsland,weiblich,K03454,8866
2014,Emsland,,K03454,25259
2014,Emsland,maennlich,K03454,15391
2014,Emsland,weiblich,K03454,9868
2015,Emsland,,K03454,30225
2015,Emsland,maennlich,K03454,18574
2015,Emsland,weiblich,K03454,11651
2016,Emsland,,K03454,34110
2016,Emsland,maennlich,K03454,20840
2016,Emsland,weiblich,K03454,13270
2017,Emsland,,K03454,36430
2017,Emsland,maennlich,K03454,22210
2017,Emsland,weiblich,K03454,14220
2018,Emsland,,K03454,38825
2018,Emsland,maennlich,K03454,23650
2018,Emsland,weiblich,K03454,15180
1978,Friesland,,K03455,1326
1978,Friesland,maennlich,K03455,646
1978,Friesland,weiblich,K03455,680
1979,Friesland,,K03455,1475
1979,Friesland,maennlich,K03455,774
1979,Friesland,weiblich,K03455,701
1980,Friesland,,K03455,1722
1980,Friesland,maennlich,K03455,944
1980,Friesland,weiblich,K03455,778
1981,Friesland,,K03455,1644
1981,Friesland,maennlich,K03455,940
1981,Friesland,weiblich,K03455,704
1982,Friesland,,K03455,1637
1982,Friesland,maennlich,K03455,981
1982,Friesland,weiblich,K03455,656
1983,Friesland,,K03455,1512
1983,Friesland,maennlich,K03455,878
1983,Friesland,weiblich,K03455,634
1984,Friesland,,K03455,1600
1984,Friesland,maennlich,K03455,937
1984,Friesland,weiblich,K03455,663
1985,Friesland,,K03455,1586
1985,Friesland,maennlich,K03455,873
1985,Friesland,weiblich,K03455,713
1986,Friesland,,K03455,1820
1986,Friesland,maennlich,K03455,1033
1986,Friesland,weiblich,K03455,787
1987,Friesland,,K03455,1832
1987,Friesland,maennlich,K03455,1014
1987,Friesland,weiblich,K03455,818
1990,Friesland,,K03455,2174
1990,Friesland,maennlich,K03455,1175
1990,Friesland,weiblich,K03455,999
1991,Friesland,,K03455,2328
1991,Friesland,maennlich,K03455,1287
1991,Friesland,weiblich,K03455,1041
1992,Friesland,,K03455,2714
1992,Friesland,maennlich,K03455,1518
1992,Friesland,weiblich,K03455,1196
1993,Friesland,,K03455,3053
1993,Friesland,maennlich,K03455,1679
1993,Friesland,weiblich,K03455,1374
1994,Friesland,,K03455,3136
1994,Friesland,maennlich,K03455,1701
1994,Friesland,weiblich,K03455,1435
1995,Friesland,,K03455,3277
1995,Friesland,maennlich,K03455,1785
1995,Friesland,weiblich,K03455,1492
1996,Friesland,,K03455,3310
1996,Friesland,maennlich,K03455,1786
1996,Friesland,weiblich,K03455,1524
1997,Friesland,,K03455,3327
1997,Friesland,maennlich,K03455,1786
1997,Friesland,weiblich,K03455,1541
1998,Friesland,,K03455,3254
1998,Friesland,maennlich,K03455,1745
1998,Friesland,weiblich,K03455,1509
1999,Friesland,,K03455,3140
1999,Friesland,maennlich,K03455,1683
1999,Friesland,weiblich,K03455,1457
2000,Friesland,,K03455,3054
2000,Friesland,maennlich,K03455,1596
2000,Friesland,weiblich,K03455,1458
2001,Friesland,,K03455,2954
2001,Friesland,maennlich,K03455,1532
2001,Friesland,weiblich,K03455,1422
2002,Friesland,,K03455,2884
2002,Friesland,maennlich,K03455,1469
2002,Friesland,weiblich,K03455,1415
2003,Friesland,,K03455,2847
2003,Friesland,maennlich,K03455,1439
2003,Friesland,weiblich,K03455,1408
2004,Friesland,,K03455,2774
2004,Friesland,maennlich,K03455,1375
2004,Friesland,weiblich,K03455,1399
2005,Friesland,,K03455,2756
2005,Friesland,maennlich,K03455,1368
2005,Friesland,weiblich,K03455,1388
2006,Friesland,,K03455,2750
2006,Friesland,maennlich,K03455,1378
2006,Friesland,weiblich,K03455,1372
2007,Friesland,,K03455,2732
2007,Friesland,maennlich,K03455,1352
2007,Friesland,weiblich,K03455,1380
2008,Friesland,,K03455,2655
2008,Friesland,maennlich,K03455,1297
2008,Friesland,weiblich,K03455,1358
2009,Friesland,,K03455,2682
2009,Friesland,maennlich,K03455,1292
2009,Friesland,weiblich,K03455,1390
2010,Friesland,,K03455,2609
2010,Friesland,maennlich,K03455,1286
2010,Friesland,weiblich,K03455,1323
2011,Friesland,,K03455,2735
2011,Friesland,maennlich,K03455,1374
2011,Friesland,weiblich,K03455,1361
2012,Friesland,,K03455,2687
2012,Friesland,maennlich,K03455,1313
2012,Friesland,weiblich,K03455,1374
2013,Friesland,,K03455,2817
2013,Friesland,maennlich,K03455,1395
2013,Friesland,weiblich,K03455,1422
2014,Friesland,,K03455,3078
2014,Friesland,maennlich,K03455,1567
2014,Friesland,weiblich,K03455,1511
2015,Friesland,,K03455,3977
2015,Friesland,maennlich,K03455,2078
2015,Friesland,weiblich,K03455,1899
2016,Friesland,,K03455,4745
2016,Friesland,maennlich,K03455,2505
2016,Friesland,weiblich,K03455,2240
2017,Friesland,,K03455,4770
2017,Friesland,maennlich,K03455,2540
2017,Friesland,weiblich,K03455,2230
2018,Friesland,,K03455,4830
2018,Friesland,maennlich,K03455,2580
2018,Friesland,weiblich,K03455,2250
1978,Grafschaft Bentheim,,K03456,7424
1978,Grafschaft Bentheim,maennlich,K03456,4190
1978,Grafschaft Bentheim,weiblich,K03456,3234
1979,Grafschaft Bentheim,,K03456,7315
1979,Grafschaft Bentheim,maennlich,K03456,4113
1979,Grafschaft Bentheim,weiblich,K03456,3202
1980,Grafschaft Bentheim,,K03456,7607
1980,Grafschaft Bentheim,maennlich,K03456,4294
1980,Grafschaft Bentheim,weiblich,K03456,3313
1981,Grafschaft Bentheim,,K03456,7769
1981,Grafschaft Bentheim,maennlich,K03456,4376
1981,Grafschaft Bentheim,weiblich,K03456,3393
1982,Grafschaft Bentheim,,K03456,7792
1982,Grafschaft Bentheim,maennlich,K03456,4381
1982,Grafschaft Bentheim,weiblich,K03456,3411
1983,Grafschaft Bentheim,,K03456,7616
1983,Grafschaft Bentheim,maennlich,K03456,4284
1983,Grafschaft Bentheim,weiblich,K03456,3332
1984,Grafschaft Bentheim,,K03456,7235
1984,Grafschaft Bentheim,maennlich,K03456,4090
1984,Grafschaft Bentheim,weiblich,K03456,3145
1985,Grafschaft Bentheim,,K03456,7178
1985,Grafschaft Bentheim,maennlich,K03456,4071
1985,Grafschaft Bentheim,weiblich,K03456,3107
1986,Grafschaft Bentheim,,K03456,7291
1986,Grafschaft Bentheim,maennlich,K03456,4127
1986,Grafschaft Bentheim,weiblich,K03456,3164
1987,Grafschaft Bentheim,,K03456,7286
1987,Grafschaft Bentheim,maennlich,K03456,4094
1987,Grafschaft Bentheim,weiblich,K03456,3192
1990,Grafschaft Bentheim,,K03456,7843
1990,Grafschaft Bentheim,maennlich,K03456,4393
1990,Grafschaft Bentheim,weiblich,K03456,3450
1991,Grafschaft Bentheim,,K03456,8163
1991,Grafschaft Bentheim,maennlich,K03456,4585
1991,Grafschaft Bentheim,weiblich,K03456,3578
1992,Grafschaft Bentheim,,K03456,8900
1992,Grafschaft Bentheim,maennlich,K03456,5015
1992,Grafschaft Bentheim,weiblich,K03456,3885
1993,Grafschaft Bentheim,,K03456,8884
1993,Grafschaft Bentheim,maennlich,K03456,4938
1993,Grafschaft Bentheim,weiblich,K03456,3946
1994,Grafschaft Bentheim,,K03456,8934
1994,Grafschaft Bentheim,maennlich,K03456,4963
1994,Grafschaft Bentheim,weiblich,K03456,3971
1995,Grafschaft Bentheim,,K03456,9051
1995,Grafschaft Bentheim,maennlich,K03456,5018
1995,Grafschaft Bentheim,weiblich,K03456,4033
1996,Grafschaft Bentheim,,K03456,9119
1996,Grafschaft Bentheim,maennlich,K03456,5025
1996,Grafschaft Bentheim,weiblich,K03456,4094
1997,Grafschaft Bentheim,,K03456,9134
1997,Grafschaft Bentheim,maennlich,K03456,5071
1997,Grafschaft Bentheim,weiblich,K03456,4063
1998,Grafschaft Bentheim,,K03456,9032
1998,Grafschaft Bentheim,maennlich,K03456,4972
1998,Grafschaft Bentheim,weiblich,K03456,4060
1999,Grafschaft Bentheim,,K03456,9372
1999,Grafschaft Bentheim,maennlich,K03456,5160
1999,Grafschaft Bentheim,weiblich,K03456,4212
2000,Grafschaft Bentheim,,K03456,9302
2000,Grafschaft Bentheim,maennlich,K03456,5079
2000,Grafschaft Bentheim,weiblich,K03456,4223
2001,Grafschaft Bentheim,,K03456,9977
2001,Grafschaft Bentheim,maennlich,K03456,5435
2001,Grafschaft Bentheim,weiblich,K03456,4542
2002,Grafschaft Bentheim,,K03456,10940
2002,Grafschaft Bentheim,maennlich,K03456,5954
2002,Grafschaft Bentheim,weiblich,K03456,4986
2003,Grafschaft Bentheim,,K03456,11780
2003,Grafschaft Bentheim,maennlich,K03456,6389
2003,Grafschaft Bentheim,weiblich,K03456,5391
2004,Grafschaft Bentheim,,K03456,12538
2004,Grafschaft Bentheim,maennlich,K03456,6790
2004,Grafschaft Bentheim,weiblich,K03456,5748
2005,Grafschaft Bentheim,,K03456,13305
2005,Grafschaft Bentheim,maennlich,K03456,7164
2005,Grafschaft Bentheim,weiblich,K03456,6141
2006,Grafschaft Bentheim,,K03456,14052
2006,Grafschaft Bentheim,maennlich,K03456,7598
2006,Grafschaft Bentheim,weiblich,K03456,6454
2007,Grafschaft Bentheim,,K03456,14593
2007,Grafschaft Bentheim,maennlich,K03456,7922
2007,Grafschaft Bentheim,weiblich,K03456,6671
2008,Grafschaft Bentheim,,K03456,15398
2008,Grafschaft Bentheim,maennlich,K03456,8316
2008,Grafschaft Bentheim,weiblich,K03456,7082
2009,Grafschaft Bentheim,,K03456,15678
2009,Grafschaft Bentheim,maennlich,K03456,8490
2009,Grafschaft Bentheim,weiblich,K03456,7188
2010,Grafschaft Bentheim,,K03456,15786
2010,Grafschaft Bentheim,maennlich,K03456,8488
2010,Grafschaft Bentheim,weiblich,K03456,7298
2011,Grafschaft Bentheim,,K03456,16218
2011,Grafschaft Bentheim,maennlich,K03456,8707
2011,Grafschaft Bentheim,weiblich,K03456,7511
2012,Grafschaft Bentheim,,K03456,16768
2012,Grafschaft Bentheim,maennlich,K03456,8977
2012,Grafschaft Bentheim,weiblich,K03456,7791
2013,Grafschaft Bentheim,,K03456,17303
2013,Grafschaft Bentheim,maennlich,K03456,9326
2013,Grafschaft Bentheim,weiblich,K03456,7977
2014,Grafschaft Bentheim,,K03456,18091
2014,Grafschaft Bentheim,maennlich,K03456,9748
2014,Grafschaft Bentheim,weiblich,K03456,8343
2015,Grafschaft Bentheim,,K03456,19829
2015,Grafschaft Bentheim,maennlich,K03456,10799
2015,Grafschaft Bentheim,weiblich,K03456,9030
2016,Grafschaft Bentheim,,K03456,21015
2016,Grafschaft Bentheim,maennlich,K03456,11615
2016,Grafschaft Bentheim,weiblich,K03456,9405
2017,Grafschaft Bentheim,,K03456,21140
